         ps   /test_shiftregistersipo_7bit/button1  /test_shiftregistersipo_7bit/out4                 
                    /test_shiftregistersipo_7bit/in1  /test_shiftregistersipo_7bit/out5               
                     /test_shiftregistersipo_7bit/out1  /test_shiftregistersipo_7bit/out6             
                       /test_shiftregistersipo_7bit/out2  /test_shiftregistersipo_7bit/out7           
                         /test_shiftregistersipo_7bit/out3                                            
          0                                      0 0 0 0 0                          0 0 0 0 
         10                                      1 0 0 0 0                          0 0 0 0 
         20                                      0 0 0 0 0                          0 0 0 0 
         30                                      1 0 0 0 0                          0 0 0 0 
         40                                      0 0 0 0 0                          0 0 0 0 
         50                                      1 0 0 0 0                          0 0 0 0 
         60                                      0 0 0 0 0                          0 0 0 0 
         70                                      1 0 0 0 0                          0 0 0 0 
         80                                      0 0 0 0 0                          0 0 0 0 
         90                                      1 0 0 0 0                          0 0 0 0 
        100                                      0 0 0 0 0                          0 0 0 0 
        110                                      1 0 0 0 0                          0 0 0 0 
        120                                      0 0 0 0 0                          0 0 0 0 
        130                                      1 0 0 0 0                          0 0 0 0 
        140                                      0 0 0 0 0                          0 0 0 0 
        150                                      1 0 0 0 0                          0 0 0 0 
        160                                      0 0 0 0 0                          0 0 0 0 
        170                                      1 0 0 0 0                          0 0 0 0 
        180                                      0 0 0 0 0                          0 0 0 0 
        190                                      1 0 0 0 0                          0 0 0 0 
        200                                      0 0 0 0 0                          0 0 0 0 
        210                                      1 0 0 0 0                          0 0 0 0 
        220                                      0 0 0 0 0                          0 0 0 0 
        230                                      1 0 0 0 0                          0 0 0 0 
        240                                      0 0 0 0 0                          0 0 0 0 
        250                                      1 0 0 0 0                          0 0 0 0 
        260                                      0 0 0 0 0                          0 0 0 0 
        270                                      1 0 0 0 0                          0 0 0 0 
        280                                      0 0 0 0 0                          0 0 0 0 
        290                                      1 0 0 0 0                          0 0 0 0 
        300                                      0 0 0 0 0                          0 0 0 0 
        310                                      1 0 0 0 0                          0 0 0 0 
        320                                      0 0 0 0 0                          0 0 0 0 
        330                                      1 0 0 0 0                          0 0 0 0 
        340                                      0 0 0 0 0                          0 0 0 0 
        350                                      1 0 0 0 0                          0 0 0 0 
        360                                      0 0 0 0 0                          0 0 0 0 
        370                                      1 0 0 0 0                          0 0 0 0 
        380                                      0 0 0 0 0                          0 0 0 0 
        390                                      1 0 0 0 0                          0 0 0 0 
        400                                      0 0 0 0 0                          0 0 0 0 
        410                                      1 0 0 0 0                          0 0 0 0 
        420                                      0 1 0 0 0                          0 0 0 0 
        430                                      1 1 1 0 0                          0 0 0 0 
        440                                      0 1 1 0 0                          0 0 0 0 
        450                                      1 1 1 1 0                          0 0 0 0 
        460                                      0 1 1 1 0                          0 0 0 0 
        470                                      1 1 1 1 1                          0 0 0 0 
        480                                      0 1 1 1 1                          0 0 0 0 
        490                                      1 1 1 1 1                          1 0 0 0 
        500                                      0 1 1 1 1                          1 0 0 0 
        510                                      1 1 1 1 1                          1 1 0 0 
        520                                      0 1 1 1 1                          1 1 0 0 
        530                                      1 1 1 1 1                          1 1 1 0 
        540                                      0 1 1 1 1                          1 1 1 0 
        550                                      1 1 1 1 1                          1 1 1 1 
